partition0,0
partition0,6
partition0,12
partition0,29
partition0,24
partition1,2
partition1,8
partition1,19
partition1,15
partition1,26
partition2,23
partition2,30
partition2,10
partition2,9
partition2,4
partition2,28
partition2,11
partition2,16
partition2,14
partition2,1
partition2,27
partition2,7
partition2,5
partition2,3
partition2,13
partition2,25
partition3,17
partition3,18
partition3,22
partition3,20
partition3,21
